Probe_ID,logFC,AveExpr,t,P.Value,adj.P.Val,B,Gene_Symbol
204636_at,-1.669014003,5.546010428,-22.22381307,1.47E-73,2.01E-70,156.7022491,COL17A1
223541_at,-3.665481669,5.497709406,-22.19381101,2.01E-73,2.68E-70,156.3932335,HAS3
220026_at,-2.663168145,3.901664711,-22.08041881,6.53E-73,8.50E-70,155.2250357,CLCA4
243140_at,-5.473590643,5.988196644,-22.05920388,8.14E-73,1.04E-69,155.0064262,ACTA2
227705_at,-3.574022401,4.49395044,-21.9496367,2.55E-72,3.16E-69,153.8771626,TCEAL7
216997_x_at,-1.374090157,3.999540069,-21.69649806,3.55E-71,4.32E-68,151.2668338,TLE4
209959_at,-2.290925873,6.539047774,-21.62525874,7.46E-71,8.87E-68,150.5319232,NR4A3
210432_s_at,-2.393562226,4.118880075,-21.56681861,1.37E-70,1.60E-67,149.9289616,SCN3A
209466_x_at,-5.634147343,7.122904997,-21.3702318,1.06E-69,1.21E-66,147.9001313,PTN
206825_at,-4.897903526,6.402952922,-21.28911363,2.48E-69,2.76E-66,147.0627601,OXTR
211719_x_at,5.013401449,12.84238144,20.82041124,3.28E-67,3.32E-64,142.2227412,FN1
228406_at,-1.769423139,4.406762633,-20.43864699,1.75E-65,1.74E-62,138.2795602,SMYD1
213661_at,-3.106572966,6.695832234,-20.37321269,3.47E-65,3.27E-62,137.6037256,PAMR1
219895_at,-3.887890854,4.183429017,-20.29660847,7.71E-65,7.15E-62,136.8125566,TMEM255A
234657_at,-1.985463158,4.655321929,-20.12486688,4.62E-64,4.14E-61,135.0389968,HYCC1
220348_at,-1.175509777,4.876441344,-20.07902192,7.45E-64,6.57E-61,134.5656171,KLHL29
235737_at,-2.334712005,3.923506663,-19.99627413,1.76E-63,1.51E-60,133.711266,TSLP
236407_at,-1.686721216,4.345274758,-19.95573752,2.69E-63,2.26E-60,133.2927742,KCNE1
223496_s_at,-2.26550324,5.013622612,-19.75729574,2.13E-62,1.76E-59,131.2445401,CCDC8
203435_s_at,-3.565173587,6.736596768,-19.68195008,4.66E-62,3.75E-59,130.4670739,MME
236344_at,-2.413354092,5.363432918,-19.60642988,1.02E-61,7.99E-59,129.6879472,PDE1C
239500_at,-1.150888255,4.414751887,-19.56524167,1.57E-61,1.21E-58,129.2630803,CLXN
236888_at,-1.981486029,4.292880581,-19.50632607,2.90E-61,2.17E-58,128.6554338,CAPZA3
235342_at,-1.500526928,4.011675828,-19.47375325,4.07E-61,2.97E-58,128.3195264,SPOCK3
211276_at,-3.691436207,5.106792626,-18.90248038,1.54E-58,1.04E-55,122.4344667,TCEAL2
240395_at,-1.616852816,4.174074467,-18.88423015,1.87E-58,1.24E-55,122.2466858,DGKI
230048_at,-2.958796126,5.839803827,-18.57864934,4.44E-57,2.83E-54,119.1050364,IFRD1
229454_at,-2.637893442,6.156196956,-18.35441416,4.54E-56,2.85E-53,116.8030978,BCLAF1
235225_at,-1.58188447,4.307750419,-18.13222034,4.52E-55,2.77E-52,114.5253677,SCN2B
220436_at,-1.308343908,4.737609774,-18.05315436,1.02E-54,6.21E-52,113.7157064,CNTNAP3
220436_at,-1.308343908,4.737609774,-18.05315436,1.02E-54,6.21E-52,113.7157064,CNTNAP3B
230597_at,-1.146698533,5.256527791,-17.9854876,2.06E-54,1.24E-51,113.023153,SLC7A3
228653_at,-3.938634253,5.225228501,-17.78531438,1.62E-53,9.33E-51,110.9765667,SAMD5
203766_s_at,-2.697472295,6.597813749,-17.71054562,3.50E-53,1.95E-50,110.2129875,LMOD1
223623_at,-4.812582837,5.389725454,-17.4489907,5.16E-52,2.85E-49,107.5458216,ECRG4
204712_at,-5.192287285,5.047130615,-17.34863491,1.45E-51,7.84E-49,106.5241979,WIF1
209863_s_at,-4.521647939,6.288291219,-17.24796418,4.07E-51,2.16E-48,105.5003958,TP63
244572_at,-2.455161857,5.373822741,-17.21554376,5.67E-51,2.98E-48,105.1709118,KY
205654_at,-3.09243738,5.917783115,-17.18896196,7.45E-51,3.88E-48,104.9008484,C4BPA
219064_at,-2.567295176,5.522233275,-16.93422205,1.01E-49,5.16E-47,102.3167291,ITIH5
238663_x_at,-1.543436527,3.765805601,-16.88255473,1.71E-49,8.59E-47,101.7935185,GRIA4
236548_at,-2.508729458,4.226804321,-16.86441477,2.06E-49,1.02E-46,101.6098993,GIPC2
209821_at,-4.161003805,4.382616951,-16.82182199,3.18E-49,1.53E-46,101.1789159,IL33
204377_s_at,-1.688102733,6.221425221,-16.77150023,5.32E-49,2.53E-46,100.6700112,DCAF1
231785_at,-1.804420832,5.315722764,-16.72141968,8.87E-49,4.18E-46,100.1638582,CGB7
231785_at,-1.804420832,5.315722764,-16.72141968,8.87E-49,4.18E-46,100.1638582,NTF4
235368_at,-3.859637072,6.781256608,-16.71847111,9.14E-49,4.27E-46,100.1340675,ADAMTS5
209582_s_at,-1.513661292,4.574683891,-16.69976945,1.11E-48,5.08E-46,99.94514193,CD200
227554_at,-2.247926917,5.541318998,-16.54766793,5.20E-48,2.33E-45,98.41027642,MAGI2-AS3
204213_at,-1.66892154,6.095482111,-16.43730179,1.60E-47,7.10E-45,97.29848977,PIGR
243951_at,-0.881473287,4.814484502,-16.40073187,2.32E-47,1.02E-44,96.93046641,ABCB1
208518_s_at,-1.212632762,5.45894638,-16.35768014,3.58E-47,1.57E-44,96.49745248,PER2
229201_at,-4.092411731,4.530646872,-16.34056551,4.26E-47,1.85E-44,96.3253863,PAK3
221127_s_at,-1.592633399,4.375233371,-16.21944058,1.46E-46,6.17E-44,95.1088298,USP47
225681_at,5.931426393,11.13666738,16.02902613,9.98E-46,4.10E-43,93.20074339,CTHRC1
209570_s_at,-2.639262746,6.363992544,-15.97582728,1.71E-45,6.91E-43,92.66864963,NSG1
236079_at,-2.548322534,7.682925097,-15.89605519,3.82E-45,1.52E-42,91.87161108,WDR1
223734_at,-1.500336444,5.235620022,-15.86754488,5.08E-45,2.00E-42,91.58700022,MGARP
214279_s_at,-1.379313519,4.792304341,-15.86132326,5.41E-45,2.11E-42,91.52490895,NDRG2
214279_s_at,-1.379313519,4.792304341,-15.86132326,5.41E-45,2.11E-42,91.52490895,MIR6717
236359_at,-2.648388575,4.714492501,-15.78993263,1.11E-44,4.28E-42,90.81289139,SCN4B
226523_at,-1.087532365,7.459430032,-15.62855309,5.62E-44,2.15E-41,89.20651627,TAGLN
224240_s_at,-4.197371581,7.348289009,-15.59584348,7.80E-44,2.96E-41,88.88146946,CCL28
239328_at,-1.860707277,5.583780877,-15.56912286,1.02E-43,3.84E-41,88.61607644,RCSD1
217546_at,-2.725181507,4.844644215,-15.52695776,1.55E-43,5.82E-41,88.19754337,MT1M
209774_x_at,-5.106759792,6.145857624,-15.45600706,3.16E-43,1.17E-40,87.4940008,CXCL2
215992_s_at,-2.371975662,6.544139306,-15.42661491,4.24E-43,1.56E-40,87.20281718,RAPGEF2
206289_at,-1.129336116,6.267335987,-15.29964338,1.51E-42,5.35E-40,85.94676288,HOXA4
213924_at,-2.809075368,6.309676581,-15.27879472,1.85E-42,6.50E-40,85.74080826,GNAL
241789_at,-2.73248983,4.659132998,-15.17862316,5.03E-42,1.72E-39,84.75241867,RBMS3
1554225_a_at,-0.802267403,3.999999757,-15.1427867,7.18E-42,2.44E-39,84.399294,LINC02712
1555127_at,-0.749962676,3.980354305,-15.1411503,7.30E-42,2.46E-39,84.3831753,MOCS1
228259_s_at,-1.891693035,6.628765566,-15.13664875,7.63E-42,2.56E-39,84.33883734,EPB41L4A-AS1
243526_at,-1.744335089,5.455703009,-15.06735938,1.52E-41,5.07E-39,83.65687786,WDR86
1552742_at,-2.505432592,4.202202539,-15.03472736,2.10E-41,6.96E-39,83.33603936,KCNH8
232555_at,-2.119586204,6.588701179,-15.02674725,2.27E-41,7.44E-39,83.25761148,CREB5
232187_at,-1.019458028,4.364101098,-14.89196055,8.64E-41,2.73E-38,81.93490514,PALMD
1557961_s_at,-2.915467473,4.34082358,-14.87882832,9.84E-41,3.08E-38,81.80623528,C8orf88
213849_s_at,-1.331279719,4.25660371,-14.87416136,1.03E-40,3.20E-38,81.760517,PPP2R2B
219932_at,-2.822904454,4.519124078,-14.83078227,1.58E-40,4.89E-38,81.33578795,SLC27A6
235885_at,-2.634274638,4.250559399,-14.78985671,2.37E-40,7.28E-38,80.93544745,P2RY12
219739_at,-0.742307213,5.736266624,-14.72947554,4.30E-40,1.30E-37,80.34544465,RNF186
228335_at,-4.417397734,5.805133024,-14.72937057,4.30E-40,1.30E-37,80.34441961,CLDN11
201957_at,-1.664367262,8.22650455,-14.6395694,1.04E-39,3.09E-37,79.46841455,PPP1R12B
205858_at,-1.373776508,4.96589349,-14.61814778,1.29E-39,3.76E-37,79.25971057,NGFR
204754_at,-2.649297787,5.607158539,-14.55697164,2.34E-39,6.78E-37,78.66425551,HLF
237121_at,-0.969071232,4.88779453,-14.37149416,1.44E-38,4.11E-36,76.86413475,ADH5
228206_at,-2.094273796,5.325974901,-14.22675997,5.92E-38,1.65E-35,75.46505087,HS3ST4
229839_at,-1.56982956,4.200148386,-14.21690648,6.52E-38,1.81E-35,75.36998468,SCARA5
213895_at,-2.352414008,5.373908531,-14.20146371,7.58E-38,2.08E-35,75.22104085,EMP1
235182_at,-4.030586495,6.339273283,-14.19804152,7.84E-38,2.14E-35,75.1880421,ISM1
1552774_a_at,-2.017155058,4.942084811,-14.1722284,1.01E-37,2.74E-35,74.93922925,SLC25A27
1554037_a_at,-1.372571168,4.305048318,-14.11252973,1.80E-37,4.87E-35,74.36442256,ZBTB24
212225_at,-1.753683379,5.78184341,-13.99915696,5.40E-37,1.46E-34,73.27526986,EIF1
236644_at,-1.83546582,4.107933036,-13.99364444,5.70E-37,1.52E-34,73.22239492,RNF180
238868_at,-2.106948554,4.926332682,-13.88846205,1.58E-36,4.16E-34,72.21500683,UACA
235502_at,-1.098277872,4.551841989,-13.82747737,2.84E-36,7.43E-34,71.63224306,PPP2CA
204591_at,-4.18908153,4.946969614,-13.82266406,2.97E-36,7.74E-34,71.58628926,CHL1
227006_at,-2.531806326,5.345865481,-13.81351408,3.25E-36,8.41E-34,71.49894913,PPP1R14A
205117_at,-2.529074168,7.699113944,-13.79109002,4.03E-36,1.04E-33,71.28499682,FGF1
228913_at,-2.548944735,7.245839442,-13.75683619,5.60E-36,1.44E-33,70.9584331,TPT1-AS1
215129_at,-3.721266192,5.631719401,-13.75558232,5.67E-36,1.45E-33,70.94648515,PIK3C2G
207623_at,-1.561053618,5.094156502,-13.71510085,8.37E-36,2.12E-33,70.56096923,ABCF2-H2BK1
207623_at,-1.561053618,5.094156502,-13.71510085,8.37E-36,2.12E-33,70.56096923,H2BK1
204865_at,-2.812075084,4.251924545,-13.60585611,2.39E-35,5.94E-33,69.52282622,CA3
233191_at,-1.274243903,4.325750028,-13.55232268,3.99E-35,9.82E-33,69.01530396,RUFY2
1556499_s_at,3.815851042,12.74225369,13.52640173,5.11E-35,1.25E-32,68.7698486,COL1A1
240039_at,-1.286917617,5.534089768,-13.51269547,5.82E-35,1.42E-32,68.64013507,PLA2R1
205337_at,-1.952822203,4.022135789,-13.5063772,6.19E-35,1.50E-32,68.58035803,DCT
228603_at,-2.140058366,8.101892909,-13.50302585,6.39E-35,1.54E-32,68.54865547,ACTR3
219308_s_at,-4.773092508,6.124648313,-13.48970832,7.25E-35,1.74E-32,68.42270791,AK5
219132_at,-3.044074442,6.240655424,-13.48855631,7.33E-35,1.75E-32,68.41181543,PELI2
1558795_at,-0.616938624,3.820858255,-13.42758021,1.31E-34,3.07E-32,67.83581127,ADGRB3-DT
238458_at,-3.374912645,4.676512019,-13.4102567,1.55E-34,3.60E-32,67.67236053,MICU3
220403_s_at,-1.066690879,5.038244296,-13.33643909,3.12E-34,7.15E-32,66.97684803,TP53AIP1
235764_at,-1.723768586,4.366081921,-13.32469703,3.49E-34,7.89E-32,66.86635999,PRDM5
228376_at,-3.068520444,7.302417179,-13.3133972,3.89E-34,8.75E-32,66.7600711,GGTA1
228885_at,-4.09980986,5.281492783,-13.30817257,4.09E-34,9.15E-32,66.71093964,MAMDC2
208399_s_at,-2.878504264,4.523200845,-13.30210752,4.33E-34,9.66E-32,66.65391518,EDN3
209168_at,-3.492673054,6.898362323,-13.28980395,4.86E-34,1.08E-31,66.53826834,GPM6B
221935_s_at,-2.619752804,7.060595202,-13.16767195,1.55E-33,3.41E-31,65.39272947,EOGT
238697_at,-2.437576721,5.151190984,-13.14200561,1.97E-33,4.31E-31,65.15256006,SMIM10L2A
202404_s_at,5.0142425,12.55991386,13.12906182,2.23E-33,4.85E-31,65.03151597,COL1A2
1568665_at,-1.840989994,6.737998113,-13.10356135,2.83E-33,6.15E-31,64.79319681,RNF103
228831_s_at,-1.892396976,7.147023161,-13.05784059,4.36E-33,9.43E-31,64.36640305,GNG7
204641_at,3.733836373,8.874354079,13.05547418,4.46E-33,9.60E-31,64.34433058,NEK2
204958_at,-1.672688999,6.805208124,-13.01608179,6.46E-33,1.38E-30,63.97715567,PLK3
224797_at,-2.857926483,9.067117003,-12.87806123,2.36E-32,4.95E-30,62.69449478,ARRDC3
244130_at,-0.493895889,3.678826218,-12.8276492,3.78E-32,7.84E-30,62.22750706,HTR2A
209948_at,-2.165341947,6.438037732,-12.80463353,4.69E-32,9.68E-30,62.01457446,KCNMB1
244433_at,-2.014462894,5.7286539,-12.7741259,6.24E-32,1.28E-29,61.73259259,CHIC2
237465_at,-2.672613763,6.883951076,-12.72873277,9.53E-32,1.94E-29,61.31358393,USP53
208707_at,-1.885767032,7.379591202,-12.70142046,1.23E-31,2.49E-29,61.06179786,EIF5
207149_at,-1.705150364,4.277204473,-12.69944804,1.25E-31,2.52E-29,61.04362397,CDH12
226713_at,-1.855993968,8.170439102,-12.66841277,1.67E-31,3.34E-29,60.75783482,CCDC50
202388_at,-4.968213389,8.693794168,-12.53214926,5.91E-31,1.17E-28,59.50684436,RGS2
204793_at,-2.289912548,7.319252138,-12.51935307,6.65E-31,1.30E-28,59.3896878,GPRASP1
215339_at,-1.821579283,4.515792179,-12.51031154,7.23E-31,1.41E-28,59.30694086,NKTR
231937_at,-1.359278299,5.445726211,-12.45934869,1.16E-30,2.24E-28,58.84105732,MIRLET7IHG
224454_at,-1.158136833,4.309353049,-12.44568671,1.31E-30,2.53E-28,58.71631579,ETNK1
202036_s_at,-6.293964678,6.781346233,-12.40820556,1.86E-30,3.56E-28,58.37442258,SFRP1
244581_at,-1.063568661,4.602488813,-12.38798394,2.24E-30,4.27E-28,58.19016829,ZBTB20
206306_at,-2.310783454,4.227542195,-12.36952629,2.65E-30,5.05E-28,58.02211107,RYR3
240037_at,-1.128943282,5.255570281,-12.3617688,2.85E-30,5.39E-28,57.95151442,ITPRIPL1
1557512_at,-1.040596426,4.826510926,-12.33814284,3.54E-30,6.63E-28,57.73663728,CLIP1
213138_at,-1.915687123,7.842805797,-12.33799529,3.54E-30,6.63E-28,57.7352959,ARID5A
220273_at,-0.912965315,5.625473643,-12.33008242,3.81E-30,7.10E-28,57.66337288,IL17B
205259_at,-3.473204917,6.155853349,-12.29081059,5.46E-30,1.01E-27,57.30674246,NR3C2
215199_at,-1.917583459,5.737820664,-12.27542508,6.29E-30,1.16E-27,57.16717413,CALD1
231961_at,-1.506797584,5.850472467,-12.22153627,1.03E-29,1.88E-27,56.67899003,RBPMS
208153_s_at,-2.328096801,6.214896182,-12.21745947,1.07E-29,1.94E-27,56.64210009,FAT2
209292_at,-5.402381359,5.144342889,-12.20911722,1.15E-29,2.08E-27,56.56663165,ID4
236154_at,-0.930993665,4.406304517,-12.18970329,1.38E-29,2.47E-27,56.3910998,QKI
218039_at,3.091174089,10.50841999,12.15269372,1.93E-29,3.44E-27,56.05685253,NUSAP1
1568821_at,-1.040072509,5.751029871,-12.13823798,2.20E-29,3.90E-27,55.92643197,TTC23-AS1
218585_s_at,3.235492157,9.158386573,12.12588289,2.47E-29,4.33E-27,55.81502377,DTL
229568_at,-3.064064451,5.171112341,-12.07988196,3.75E-29,6.55E-27,55.4007141,MOB3B
230425_at,-4.107467479,4.842498753,-12.07797435,3.81E-29,6.64E-27,55.3835498,EPHB1
1555564_a_at,-1.425151347,4.253410882,-12.05962287,4.51E-29,7.79E-27,55.21849544,CFI
233536_at,-1.536607021,4.384389194,-12.02506692,6.17E-29,1.06E-26,54.9080339,ASXL3
204748_at,-2.990384264,4.421098168,-11.98032703,9.25E-29,1.58E-26,54.50673393,PTGS2
222520_s_at,-1.449015601,4.763999381,-11.91883542,1.61E-28,2.74E-26,53.95639708,IFT57
1554549_a_at,-1.68429978,5.602058302,-11.91416638,1.68E-28,2.85E-26,53.91466813,WDR20
223796_at,-3.461141277,4.746350836,-11.88984541,2.10E-28,3.53E-26,53.69743614,CNTNAP3P2
227875_at,-4.074372066,6.782438899,-11.88222224,2.25E-28,3.76E-26,53.62939295,KLHL13
201291_s_at,4.055620619,9.50381881,11.88197976,2.25E-28,3.76E-26,53.62722899,TOP2A
228642_at,-2.997668638,7.804608017,-11.86346341,2.66E-28,4.42E-26,53.46204858,HOTAIRM1
219325_s_at,-1.179251384,5.506662057,-11.85558782,2.86E-28,4.73E-26,53.39183164,ELAC1
218308_at,2.209805438,8.147522104,11.85214128,2.95E-28,4.86E-26,53.36111055,TACC3
205363_at,-5.374061184,5.913033479,-11.83374433,3.48E-28,5.72E-26,53.19720385,BBOX1
225615_at,-2.180114891,7.48319309,-11.83246736,3.52E-28,5.77E-26,53.18583162,IFFO2
209053_s_at,1.692313917,9.078062818,11.82976703,3.60E-28,5.90E-26,53.16178537,NSD2
225801_at,-1.426184138,4.60647714,-11.81956705,3.95E-28,6.45E-26,53.07098041,FBXO32
1552673_at,-2.425201494,4.003435447,-11.81739125,4.03E-28,6.55E-26,53.05161563,RFX6
209773_s_at,4.061304181,9.78548106,11.79952278,4.73E-28,7.67E-26,52.89265338,RRM2
239025_at,-0.968794322,4.286295719,-11.76886573,6.23E-28,1.00E-25,52.62020703,FAM88B
239025_at,-0.968794322,4.286295719,-11.76886573,6.23E-28,1.00E-25,52.62020703,GLIDR
239025_at,-0.968794322,4.286295719,-11.76886573,6.23E-28,1.00E-25,52.62020703,FAM88F
239025_at,-0.968794322,4.286295719,-11.76886573,6.23E-28,1.00E-25,52.62020703,FAM88E
204773_at,-1.73581226,7.359816454,-11.75573191,7.01E-28,1.13E-25,52.50359906,IL11RA
228546_at,-1.482045069,4.309211113,-11.7483424,7.49E-28,1.20E-25,52.43802094,DPP6
204170_s_at,2.475493981,11.23553276,11.74542336,7.69E-28,1.23E-25,52.41212185,CKS2
221795_at,-4.495921624,6.125234587,-11.74199647,7.93E-28,1.26E-25,52.38172104,NTRK2
229844_at,-2.161364305,7.861700107,-11.7406917,8.02E-28,1.27E-25,52.37014733,FOXP1
1559203_s_at,-1.095579006,4.60189236,-11.72527149,9.21E-28,1.46E-25,52.23341501,KRAS
239805_at,-3.32216569,5.126746428,-11.70928187,1.06E-27,1.67E-25,52.09173142,SLC13A2
220462_at,-1.481774452,4.638262082,-11.70915,1.06E-27,1.67E-25,52.09056332,CSRNP3
221234_s_at,-2.45840248,5.142671862,-11.70681331,1.09E-27,1.70E-25,52.06986644,BACH2
207616_s_at,-1.468496289,8.902652953,-11.67927987,1.39E-27,2.15E-25,51.82615403,TANK
207828_s_at,3.16625173,9.557165898,11.61872269,2.39E-27,3.67E-25,51.29117955,CENPF
204825_at,3.43631635,9.754630814,11.61781084,2.41E-27,3.69E-25,51.28313514,MELK
1556063_s_at,-0.947447098,5.733176455,-11.59779544,2.88E-27,4.39E-25,51.10664091,RPP30
202503_s_at,2.734225884,11.26042218,11.58769352,3.15E-27,4.80E-25,51.01762335,PCLAF
203213_at,3.187641916,10.53822186,11.57217579,3.62E-27,5.49E-25,50.88096115,CDK1
1569788_at,-3.263921169,5.024694409,-11.5643102,3.88E-27,5.87E-25,50.81172685,ST8SIA1
235521_at,-4.249014711,5.996654263,-11.5470407,4.52E-27,6.83E-25,50.65980439,HOXA3
218980_at,-2.716174975,6.243965634,-11.53916652,4.85E-27,7.28E-25,50.5905736,FHOD3
1565577_s_at,-1.312603277,5.364005188,-11.53600413,4.99E-27,7.47E-25,50.5627765,NOL10
218355_at,3.147971354,8.151528636,11.5300063,5.26E-27,7.86E-25,50.51006717,KIF4A
213456_at,-4.681711528,5.970183959,-11.51308883,6.11E-27,9.11E-25,50.36147323,SOSTDC1
225655_at,2.913851901,9.450515239,11.51275588,6.13E-27,9.11E-25,50.35854986,UHRF1
203323_at,-3.653673835,6.787567346,-11.51205986,6.17E-27,9.14E-25,50.35243901,CAV2
207144_s_at,-3.379703781,6.96827103,-11.50183097,6.76E-27,9.98E-25,50.26265404,CITED1
229538_s_at,2.8546147,8.678558863,11.49642289,7.09E-27,1.04E-24,50.21520127,IQGAP3
230472_at,-5.570928262,6.397399433,-11.46827565,9.10E-27,1.33E-24,49.96841623,IRX1
230974_at,-1.256603029,6.96560946,-11.40295483,1.62E-26,2.36E-24,49.3969475,DDX19B
228509_at,-1.802486555,4.60885319,-11.39285784,1.77E-26,2.58E-24,49.3087681,SPHKAP
1556319_at,-0.894792221,5.488632985,-11.39115249,1.80E-26,2.61E-24,49.29387902,TRIM44
211998_at,-2.742061768,9.7469455,-11.38163464,1.96E-26,2.82E-24,49.21080245,H3-3B
225355_at,2.752188146,9.344359455,11.37151877,2.14E-26,3.06E-24,49.12254685,NEURL1B
202768_at,-4.02312311,7.693032163,-11.37008438,2.17E-26,3.09E-24,49.11003598,FOSB
228857_at,-1.765317745,7.101054793,-11.36463973,2.27E-26,3.24E-24,49.06255499,GNL1
233304_at,-2.670298953,4.92866117,-11.36106928,2.35E-26,3.33E-24,49.0314249,NFIB
227238_at,-5.306445597,5.320993744,-11.34612582,2.68E-26,3.78E-24,48.90119272,MUC15
218717_s_at,-2.776369864,6.351852281,-11.33718599,2.90E-26,4.08E-24,48.82332634,P3H2
212843_at,-2.745226186,4.889954935,-11.33576057,2.93E-26,4.12E-24,48.81091391,NCAM1
227145_at,-2.026134541,6.434362096,-11.33012092,3.08E-26,4.31E-24,48.76181264,LOXL4
218542_at,3.648334261,8.483794977,11.32074443,3.35E-26,4.66E-24,48.680206,CEP55
236823_at,-0.550470107,4.149054294,-11.31455619,3.54E-26,4.91E-24,48.62636767,IDS
226402_at,-2.042925101,6.414833917,-11.30345334,3.90E-26,5.40E-24,48.5298117,CYP2U1
225250_at,-1.231922839,5.719150113,-11.28035612,4.77E-26,6.58E-24,48.32911122,STIM2
219743_at,-3.183590302,6.229695065,-11.27287284,5.10E-26,7.01E-24,48.26413395,HEY2
239848_at,-1.977733052,6.827233518,-11.27097866,5.18E-26,7.10E-24,48.24769049,EIF3M
223381_at,3.579686916,8.627435056,11.26820455,5.31E-26,7.24E-24,48.22361105,NUF2
203687_at,-3.040064682,7.219919906,-11.20301262,9.41E-26,1.27E-23,47.65867217,CX3CL1
222242_s_at,-3.27677404,5.586978263,-11.18469902,1.10E-25,1.49E-23,47.50029316,KLK5
223229_at,2.79676659,8.387797783,11.18393328,1.11E-25,1.50E-23,47.49367402,UBE2T
204026_s_at,2.242071461,11.16028469,11.173771,1.22E-25,1.63E-23,47.40585363,ZWINT
220586_at,-1.505298345,4.470592994,-11.1611658,1.36E-25,1.81E-23,47.29698297,CHD9
47550_at,-1.79229505,6.190720228,-11.16048863,1.36E-25,1.82E-23,47.2911362,LZTS1
205051_s_at,-5.472800358,7.680668962,-11.12755269,1.82E-25,2.41E-23,47.00699874,KIT
244289_at,-2.204168053,5.206285047,-11.09315396,2.45E-25,3.23E-23,46.7107375,ZNF300P1
207165_at,3.036326914,9.663465327,11.09026675,2.52E-25,3.31E-23,46.68589437,HMMR
1563315_s_at,-1.005533973,7.466965851,-11.06107773,3.24E-25,4.25E-23,46.43493758,ERICH1
214192_at,-1.080145564,5.574797587,-11.0491208,3.60E-25,4.71E-23,46.33224242,NUP88
213486_at,-2.18265701,6.528792651,-11.04079268,3.87E-25,5.04E-23,46.26075076,COPG2IT1
210052_s_at,3.341217801,8.639271892,11.0357288,4.04E-25,5.24E-23,46.21729521,TPX2
202724_s_at,-1.995387041,8.568689875,-11.03331154,4.13E-25,5.34E-23,46.19655554,FOXO1
239537_at,-1.311689978,4.511726805,-11.00792235,5.15E-25,6.64E-23,45.97887374,ST8SIA2
212730_at,-4.965288509,9.023520648,-11.00733946,5.17E-25,6.65E-23,45.97387945,SYNM
238633_at,-1.66982671,6.863057652,-10.97781629,6.68E-25,8.49E-23,45.72111461,EPC1
222608_s_at,3.828978006,9.061597814,10.96767063,7.29E-25,9.25E-23,45.63433982,ANLN
219732_at,-1.027930944,4.270468557,-10.95753442,7.96E-25,1.00E-22,45.54769089,PLPPR1
228255_at,-2.21389404,7.263809569,-10.95739361,7.97E-25,1.00E-22,45.5464875,TMEM237
228255_at,-2.21389404,7.263809569,-10.95739361,7.97E-25,1.00E-22,45.5464875,ENO1P4
